Time (seconds),CO2 conc (ppm),Ethylene conc (ppm),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16
174,9.75676623729262,-1.8888089865174356,2.046027356022186,-2.4193742525296473,-5.042342009494754,-2.799479407498678,2.3189756893370075,5.548737685251751,3.3326986040185984,-0.938886912174054,-4.938424372882606,-4.453721869118244,0.2526302193463704,4.366838915708302,4.573424872719967,0.4253674388027034,-4.199341865949146,-4.339618557339195
175,9.367407328431064,-1.8984152997471408,2.338526270027979,-2.949094354128534,-4.582910649341985,-2.467939648043795,2.4425371527995163,4.511036931972241,3.6616530861985117,-1.2706018500446887,-5.12344613589226,-2.970950020569976,1.452519608588694,4.334563914585418,4.508945284686999,0.21377893710116536,-3.7115589413175494,-4.637046041358928
176,9.910721418216971,-1.2257937671237127,1.306678061382567,-2.919968264913362,-4.949184501370977,-2.6246301549024977,1.7864830046839142,4.808009950185272,2.6851903664738677,-1.6495684698468607,-4.728097841038228,-3.27777262342666,1.5630454994009648,4.690054691440466,3.4493954841305414,-0.25821302433089066,-3.6000508738216785,-4.93408280756687
177,9.87807509692529,-2.24980318874401,1.9294460855084035,-3.292360343129266,-5.169604701781785,-3.2020514361912955,2.3653704180197352,4.7707820488910855,2.9588495718512937,-0.8216051063129381,-4.714207743295058,-3.7780092226430293,0.9043152073095364,3.9512148148823054,4.38458147156304,-0.3272656165845789,-4.256044970954496,-4.4400943236288475
178,10.534904282737397,-2.3063376838598977,1.706737794034884,-2.9923964725536005,-4.782977915931752,-2.5374317218539035,2.232183187856446,4.420941569185623,3.144092845234952,-2.027789764503995,-4.380443565524316,-3.418313163067915,1.0731356779016459,4.071823844062465,3.9678381945436922,-0.43535183231902913,-3.1821993619212448,-4.69394382883246
179,9.350902015726291,-1.3084256327696053,1.9638020470036337,-2.9083372089999098,-4.897758317016997,-2.5382101663613748,1.9511963564567565,4.690175464856735,3.190736895723956,-2.037471482854403,-4.796355563424604,-3.5897860475130243,1.1035315981828782,4.51009612306479,3.4235147878102543,0.2581817788689098,-3.9435787578831434,-4.304963325646069
180,9.453629574947461,-2.7111777934448287,2.19430194191409,-2.954101462912295,-5.224886560880596,-2.2357229857245073,2.705187980776726,5.206254272707977,3.1980147033441084,-1.7816162218631915,-3.815917406387116,-4.145673774787082,1.16928013861686,4.58276038289161,3.5642781982352685,-0.6728308196728395,-4.364693481379481,-5.1639443651320995
181,10.508495020818,-1.8431821653168723,2.1158702162645824,-2.6974398032799027,-4.777464914816163,-2.5193755341451425,3.010096492366495,4.741316823484955,3.176288678852986,-1.5248342583627352,-5.161805185587824,-3.3546471294354854,1.7125374080480733,4.528556942816937,3.8440391038391235,0.41117751366643374,-4.961468190912061,-3.7138978554636575
182,9.389192116647889,-2.863162265246527,1.857480810249146,-3.135738220945063,-4.700139218354436,-2.7624393376786567,1.94854767650991,5.246339918503142,3.33537233827223,-2.2447602675458316,-4.899598409265227,-2.9787137096159237,0.84680307861421,3.873053768411608,3.919069757569306,-0.18680678839110076,-4.424934379690567,-5.2344936616577
183,9.629859062061037,-2.599179918993747,2.072753693981011,-3.8559978549763247,-5.981519323094339,-3.171841455970082,2.961662789560365,5.373331547783568,3.629370403986037,-1.5454209846601605,-4.670578269753654,-2.750363165248782,1.9242581300864412,4.249953489313331,3.873124209116652,-0.26563177166278357,-4.151239889403955,-3.3440016876859313
184,9.978708687427275,-3.3564555616297067,1.1332737693003043,-3.2322024880194133,-4.394768612157588,-1.117685012885252,3.2334808644235995,4.5073820447801936,3.245402715904775,-1.8854437282976162,-5.066154060237973,-2.729783972849931,1.0697977728548325,4.197647366560281,3.5110259924427285,0.22580940328560362,-5.182000372042799,-3.318065737864913
185,9.63333274327005,-1.9278400669328377,0.9838671704127355,-2.7958306681092626,-5.001823803468551,-2.3571333771871767,2.4677059441044524,5.004853346631919,2.176088929143113,-1.637397574933755,-4.2872448641824095,-2.3640475154630702,1.5189563418906173,3.968235287917522,3.31833557147958,-0.4774747459419345,-4.8127525508916005,-3.140919610152506
186,9.293716880166519,-2.399098537436019,0.8914077583404643,-2.8494752456347063,-4.918007684564812,-2.4126057988445258,2.456723186706321,5.15587842846625,3.020781994747615,-1.064715519207696,-5.1431476622481975,-3.225364514471142,1.8429034541836917,5.225348105654641,4.678786999137651,-0.7383624977918184,-3.8260656205027135,-3.8622720655844107
187,9.60985292200169,-3.4780017643552172,1.4147040953942451,-2.886169557326748,-5.3865587123351295,-1.7221546547179287,2.6473880696290335,5.647387968020969,2.096815010524619,-1.961013514142579,-3.770999208206443,-3.261411241308519,1.6584682423071806,5.088975992663497,4.328220885264374,-0.5939952865094443,-4.197672958304733,-4.5791084797148764
188,9.313670802075379,-2.0616860345630412,1.6877636729932506,-3.974807490240158,-4.245412800682912,-1.640917344192073,3.768155091916657,4.908444563630456,2.7552976784832155,-2.795092358116718,-4.473663978256545,-3.711034010775167,1.3855533099780848,4.710810164081535,4.270547392672406,-0.6262684516447853,-3.8271092507247895,-4.3555527421095865
189,9.011028443563905,-3.84419847898233,1.3364816121153897,-3.9780414886434503,-4.735910097510974,-2.512562404673584,3.5226898531264377,4.998885311079268,2.4240919838767025,-2.284546749543607,-4.857793421899729,-3.8746828723137074,0.5604527816890437,4.263412715400265,3.0053767432280956,-1.6811238548846061,-5.0872634164505,-3.8972837839845855
190,9.144779316000816,-3.389588965257583,0.974992599599918,-4.381117098855301,-5.024228549701162,-2.290321332457145,2.8257204149128254,5.889735494508267,2.6656166756535087,-3.1742437146863263,-5.30541996069604,-2.6124588449340718,1.1284172588104366,4.631126031124393,3.8242788003201036,-0.751546769834323,-4.391000708930237,-4.4051143587424395
191,9.68820156354775,-3.5009228587353993,1.2332730116651744,-4.390275530856059,-4.904105601545165,-2.788608094319638,2.3838181317034737,5.18392172276994,1.8878224530877894,-1.302880294012895,-4.5558739467249785,-3.9480361564007826,1.7464436306252873,5.090352850178699,3.7033994397031016,-0.5343392451817923,-4.665912369251563,-3.515890740731917
192,9.079113164638784,-2.8279465395128875,1.0431265702554078,-3.9180381949157104,-5.453625203337992,-1.5161509678840832,2.896133723931981,5.035416159001335,2.268656812529813,-2.1036463781697647,-4.816502310121679,-3.508773440893326,1.3436369456147734,5.156089632550128,3.522565478955186,-1.8739718655320687,-4.326716479771493,-4.205912186749846
193,10.3804384473936,-3.7753004819491167,0.08378946708264401,-3.3962098007080583,-4.936168598699506,-1.4091103590045895,2.5194477266563085,4.181029462760351,1.5238392584891072,-2.047069842690856,-4.705864081811158,-3.3015328028940143,2.577857293032094,5.3107599610255125,4.407947572853896,-1.7974994712999044,-5.098648251876742,-4.01624295063952
194,8.926409168762792,-4.254859799471975,1.6051097051916172,-3.4789798757646904,-5.224668031080557,-1.0433251552921563,2.9087202561272267,5.938951078777227,2.1989536146618454,-3.31553233679528,-4.977746176356039,-3.6922422447926775,1.286872564151526,5.099031137052159,3.7791446055531823,-1.3368978535672462,-4.411022976424813,-4.704930049054364
195,9.19990225459621,-4.272052011218843,1.3123966925096988,-2.5620079842302466,-4.718008718121899,-2.0479964966753954,1.8708440861101572,4.839122177256522,2.4959780577420263,-2.4132675136945703,-5.1930634563170095,-3.35381676436147,2.7813112443686414,5.256460226000357,4.111865653147868,-1.5692994395486084,-5.170737464301611,-3.904162737132903
196,8.210568125957566,-3.548326417439212,0.910703526709062,-3.0238658535213903,-4.920532843278577,-1.877487623136291,2.7403102187452495,4.913349378316504,2.194352018922121,-2.394801510754517,-5.342307484990212,-2.299324891394768,2.420020869953773,4.912239534532734,2.5127713691258453,-1.2902316260789004,-4.822040422099115,-3.546249001666431
197,8.113707467184906,-3.8009113973054447,0.020133763562873996,-2.796249821396699,-3.738288919635073,-1.5167202496793195,2.9335581724183415,4.775643590335055,1.75811232433563,-2.8524677883890956,-5.187967912536765,-3.0057046103038467,2.409581808326776,5.1891001264446714,4.107648862621311,-1.597842418969163,-5.245542237854277,-4.247562377337675
198,8.806638340721205,-4.073702222931073,0.9128599773639864,-3.527896485543629,-4.516832308441802,-1.4225372093369761,3.063102449169576,4.781172249705865,2.59082343894112,-2.956693037329039,-4.83145160479203,-2.3243928314706803,2.429859444681688,4.871034826509222,3.6651600132083706,-1.6540127926821735,-4.863702169155684,-4.1048893527659995
199,9.26173183782821,-2.6586813077056357,0.9346800727670372,-3.6965321789256333,-5.116011382464149,-1.0733215487982923,3.8742899841442835,4.8170740202972535,2.0722447621066684,-2.521229009358169,-5.048201937080605,-3.4528134701531457,1.8073254391301026,4.9027462684865295,3.699006916992208,-1.7340955622049654,-4.496890898605783,-2.3851452844811036
200,9.358306198002003,-4.272042986412019,0.835414531078017,-2.94785216701266,-4.419111399632646,-1.3880741879225686,3.7468482891013832,5.012808799618296,2.0271730021192793,-3.497294940294961,-5.081874898352462,-2.334863880830734,2.1744969492240283,4.360269497008608,3.104547922992592,-1.8248928201716568,-5.165190453616638,-3.0864867369081983
201,8.262717283421365,-3.8798809169821373,0.9266206174548064,-3.051391296773166,-3.9444529278682543,-1.7075278438870072,3.26901495220009,4.191641181336117,2.4447072174076636,-2.435562796429839,-5.612915153136572,-2.800340290032396,2.079981278277299,4.656516591504147,3.548733369490519,-0.8400256693236919,-4.747278598145374,-3.1258169452909517
202,9.489147039640054,-3.6703376208957,1.111136866202747,-3.2744998327971104,-5.006241894310834,-0.7618515810365992,3.9741822030558245,5.8576982864666975,2.1499255685136944,-3.715808879617748,-5.2931349677881325,-1.9111666575315889,2.1762987677008807,4.828057409068689,3.06019681423735,-2.0302934085754765,-5.096229146345903,-3.3408957494460436
203,7.724283256589493,-4.152445284786872,0.994324536755159,-3.7684255495595576,-5.01877235270687,-1.2186935469047235,2.926565808598707,4.52079669643497,2.4108251279753974,-3.356217700616351,-4.701982478099164,-2.609343988737101,2.776616075321566,4.982961486469742,3.2919646866819807,-2.264862242447111,-4.670076077229274,-4.173222651369223
204,8.77267527667218,-4.713814239437343,0.4711443171660086,-3.1378934285119815,-4.910437659104319,-1.3982661771142906,3.8013843706834414,5.690960315990646,1.7152908388534076,-3.0057462585229664,-5.23150701811286,-1.9938995546245928,1.9868095326184019,4.7636794347394344,3.164418549019246,-1.1467801904452724,-4.371029728191027,-3.674876592469965
205,8.69777442877377,-5.3277114795763945,1.0322428610142285,-3.1141290423595986,-4.774595420950785,-0.6817524142725255,2.737199122848073,4.586758930349156,2.4848364073973412,-2.902128334840209,-4.774659467967254,-3.108691839205222,2.759359209857215,5.219187907201183,2.9916689805366463,-1.2999214512775084,-4.855166605388775,-3.4605370488106573
206,8.797684714112366,-4.749485934779656,0.15836820101262922,-3.8845581251035246,-4.30890374126912,-0.8230257830012421,2.752545095478069,3.8601716097082934,1.7846457274022443,-2.269555929887512,-5.468626376363867,-2.5508750150984403,2.819732615585386,4.029454902377495,2.577800744372039,-2.566006687292872,-4.864004653811191,-2.8151782600934667
207,8.055257571575622,-5.635172479136834,0.6679006969939152,-3.589783886425955,-5.208832871099022,-1.3268270775834625,3.3888107552040236,4.652555715584693,1.9580256434648247,-3.5595567747091694,-4.9297414941864135,-2.0084485303712682,1.5426507451816542,3.9822684690336168,3.6484298644837034,-1.3979165668213818,-4.840179452422349,-3.2136669593141765
208,8.875328703410938,-5.225134951807774,0.12654355742140225,-4.778609375370293,-5.337430189800824,-1.2025402638657932,3.285196802775588,4.31130055838597,1.6345963909355814,-4.3636071807850305,-4.715919768838463,-2.5164932442648427,2.000464392252921,5.796522777824085,3.6892194774516733,-1.546512784364095,-4.776906111602442,-3.4902371864582347
209,9.527620075911607,-5.711703982957562,-0.07046372450226263,-4.582049694066623,-4.032267026282684,-1.163226930400533,3.4582325370777673,4.657219791239541,1.398475409684771,-2.3839553751266758,-5.801867717821333,-1.486851003180504,3.8915768624866596,5.055698195766362,2.4206336061401412,-1.0570595392537612,-4.392502529264131,-2.9494827294750006
210,7.734114957835685,-5.226919192997048,1.0310714478390577,-4.097002895798073,-4.257647865146497,-0.5077046281894255,3.6637168353000655,5.130315075057573,2.7117962714495443,-2.917442238600771,-5.89899905672374,-2.46109484681402,2.689551650460256,5.363616871202421,3.210410229849391,-1.954915095760678,-4.909454070655679,-3.4835299885467026
211,8.207244274594874,-4.938767912554513,1.0648579756777679,-3.6515275245438037,-4.850157254438793,-0.27557234095987737,4.017686622632764,6.094625028192486,1.4142662471091805,-2.867629179133398,-5.303425331326144,-2.0801421124312487,2.7932883167017777,4.445564056231361,3.2285657384044284,-1.5479608882870821,-4.700624889037337,-2.959774127838445
212,8.43054559406835,-5.528357182117275,0.5042273640780307,-3.473571597478743,-4.894816100831954,-0.4499565890031,4.036240461977371,4.3491524582732985,1.9913277130901115,-3.131444847544813,-5.010017841027795,-1.7350360862009457,2.4478502011335785,5.075975062567009,1.8930425660962482,-2.542104696744712,-5.255127981250089,-3.3931435917771484
213,8.539488295257797,-5.068247540323585,-0.12831829769062117,-4.777239220201132,-5.160522251097819,-1.1233846183708502,3.69099448441467,5.38405518902423,0.9532199175052267,-3.468840704031846,-5.852634233854784,-2.412397574947671,3.488596826494539,4.4538083702930304,2.798275924633306,-1.9168981676746595,-4.604708632761564,-3.391227486661336
214,8.740877278825508,-5.376944571789705,0.1314758110359916,-4.446510006747601,-4.6901663474479784,-0.4255900440901545,3.727334529715698,6.176794230818029,1.559528973881327,-2.5832706664165936,-6.14857168478914,-1.5997968225706467,2.9588503757935163,4.506836474724844,2.862492491480726,-3.085455311794221,-4.95722476107132,-3.47062133822615
215,8.363133451093754,-5.142076812838718,0.2551400626248576,-4.470455307270399,-4.1640127933430415,-0.22535914222789016,3.724141151351287,5.147411867107527,0.8117122332010146,-2.9411454566413155,-5.432032758181332,-2.658521206240538,2.4975710138312657,4.484346004277328,2.6415454517984265,-2.5856699838521675,-4.841433050332222,-3.560718601194834
216,8.542943711223042,-4.738672601455818,-1.1465584257756292,-3.425950098744807,-5.107087389310071,-1.231554311305766,4.2806396779375,5.05839596393333,1.4542686793026696,-3.400822878484332,-4.942715099586933,-2.204512019774098,2.5002491177978,4.523535155775284,2.6005090583497106,-2.0903680855147835,-4.284311300339819,-3.2491084034078535
217,8.412297188708099,-5.797966260297232,-0.3224608493116013,-4.507065131918775,-4.391419121740597,-0.5354338838612834,3.9787056677768318,4.10049704862031,2.296149648111169,-3.209946600682597,-4.4047254751092675,-2.3738594874312824,2.6855929844949715,4.701249484512402,2.2904241985103653,-2.9633404159889185,-5.423068278966838,-3.393105979031011
218,8.866577467348275,-5.847837890304637,0.8307749580795434,-4.319468125140114,-4.475368513830543,-0.9172448935712365,3.880280491266112,4.501045046733865,0.9618881975871558,-3.081107376642855,-5.516553079809416,-1.7264612163913398,3.1933689034757036,4.146452489185278,3.4984217525319723,-1.9655595612173626,-5.340694210000574,-2.8972047007242603
219,7.8466274310670086,-5.663789024818438,0.5238905112915034,-4.548747408431242,-4.055924765645166,-0.08542500146734355,3.905587670206596,4.57226704789052,1.1671497368533343,-3.6802167272449866,-5.234654867638471,-1.8510202093563208,3.064414505178817,3.9861291686459004,1.576185763683057,-2.4262109885495913,-5.224475473265378,-3.2753146462411893
220,7.6892520649916385,-5.6710892672061775,-1.0408029761569828,-4.390770491579134,-4.630109673640249,-0.7592533520377123,2.820505734307077,4.662958279721528,1.0770991922951978,-3.8147697124580664,-5.3338181789009935,-2.4043189332063437,2.827806030198134,4.833996307323972,1.843088824295374,-1.8306155862527473,-4.642287738072621,-3.782792622251149
221,8.322295261583776,-5.7850188558500015,0.16154398620612287,-4.627307088212759,-4.531433368988726,-0.15923495106503757,3.875661795076903,4.137180791148162,1.436114046650112,-3.9725802965677177,-5.624798657327528,-1.034079598377919,2.4041684357229833,5.948099181756559,2.2363934158577075,-3.001403490407446,-5.182884847952604,-2.418396042223608
222,7.748514335329806,-5.65508841884762,-1.2681503716621654,-3.8820158055280807,-4.2969719465539065,-0.7901546633852812,3.5349772187706776,4.227753883889192,0.7899469149992111,-3.477271410009724,-5.28923909636371,-1.991711858744444,3.3957404908626065,5.670871238472619,2.1740862539492993,-3.0393157323978524,-5.695712085236677,-2.8762470980066213
223,7.619543428354856,-7.087855775925254,-0.7546952678965084,-4.320118039734498,-3.7712122574063516,0.26373629690867806,5.931745470031013,4.775480013059591,0.8350543898013532,-3.1891858923140255,-5.3654612315708405,-2.0974520287229543,2.926746511259547,4.806078849317519,3.220546178870122,-2.0276212345876883,-4.515785963326847,-3.669404682089307
224,7.727384380357668,-6.412962060327254,-0.4568709214836085,-5.506526816987871,-4.469360517840073,-0.7762037649212407,4.302716315350767,4.14453410559832,-0.20309117098905027,-4.078591404552751,-5.666994149024291,-0.9355479355342916,3.644467820336259,4.978707600720537,2.4402114540808735,-2.435326827063582,-5.582924211578775,-2.947303136923817
225,7.3973387389818095,-5.9141678023805735,-0.8109124815605526,-4.211620816796847,-5.16269527041619,-0.8204399370495788,4.04519909746377,4.6674267467661705,0.7568853095225228,-3.33335271871542,-3.2384123400072484,-1.1370671589630903,3.582987031672186,5.797983292778595,1.9316660599860884,-3.942712465444348,-5.387157251926093,-3.6783468904485357
226,7.3769292027331606,-5.837451588076006,-1.4582721870854072,-5.428861075879358,-5.0936859736867035,0.06825133800223046,4.929654048184324,4.563620511276178,0.8052608012352156,-4.164977598630358,-4.693490142716719,-1.9021737440946958,3.8575912716356404,4.761404531830828,2.5373439174265373,-1.6159190473438094,-4.556337132257395,-2.4575622528437187
227,7.755090347561061,-6.351690306283486,-0.8003827617585,-4.869910161352453,-4.2565795804048605,-0.7196819631893584,3.6333156459402933,4.265958448980473,0.5702135169629954,-3.579082881923916,-4.239717590700446,-1.4377863868469773,3.020294328969231,5.10863352244455,2.146257509033737,-3.231090978037018,-5.623409569265762,-3.4674760865859344
228,7.7297542050897015,-6.913267086555408,-1.0071568975199612,-4.100551461711369,-4.153492698299293,-0.709201821513495,4.673624694326344,4.291606141836516,0.8147527672803894,-3.6798564366592106,-4.647339613867373,-0.2812969223545816,3.276318348205644,5.104008116375503,2.4242944342034907,-2.0843590856976224,-5.595676248268723,-3.330630824390143
229,8.597908930550588,-6.211188492262886,-0.2414770643325882,-4.219490842250722,-5.028207130852992,-0.5078271134460952,4.665373516433803,4.723155519973444,0.48923607055772145,-3.888843166656008,-4.126999109474743,-1.0663548679584378,3.3968565125457864,4.245457391175473,1.8160988096250446,-2.120312436094911,-5.979810515376147,-3.1838896653891497
230,7.911258875591131,-6.668560396513049,0.1100539950309809,-5.613649224706869,-4.277715273880274,-0.5526293581073598,4.281258984252267,4.734939893228575,0.43731863433977414,-4.152304434544388,-4.326838554741418,-2.7712015728281436,3.5079340509569312,4.78921847111659,2.8332012052138964,-1.8609777465732962,-5.076535264267661,-2.3610248321597327
231,7.059086597043711,-6.91317230714895,-1.6106395138499345,-4.808253855482486,-4.0466998965934105,0.7465891311839928,4.515141427581046,4.1640749749314825,1.071413184285748,-3.594029263630117,-4.4841852290714135,-1.2729470761493256,3.5813277739164775,5.515535586638597,1.2443571672947376,-1.9841104939774925,-4.828511128023138,-2.6257805711307363
232,6.2488980623730415,-6.598253969121547,-0.522764679993939,-4.008446632045571,-4.3544272571590605,0.500664356516294,3.955485278848104,4.712989876110258,0.6745592662630171,-3.5138407207326567,-4.464875169154512,-0.16866565582635995,2.933781199804241,4.639796185509915,1.5575014087008143,-2.199248746330294,-5.040254116489584,-1.658002001622118
233,7.324682860585416,-6.7624365789691145,-0.741542064901505,-4.574924306073548,-3.399758261029336,0.14259441023259534,4.525350915672386,5.030377051624595,1.2998792968218726,-4.139494698490242,-5.3535924193596465,-1.044698409255007,2.4270589129059768,4.503652958781486,1.8252471137872648,-3.3863010606905135,-5.641185489519421,-2.577818032682144
234,7.3820464471374745,-7.324268538221396,-0.9944133968573503,-4.3780547188069265,-3.5546052225746028,0.6635443314131164,4.703014134638934,4.526028840569176,0.25486021818522975,-4.17931925934474,-5.062097267053634,-1.4124483829418775,2.9693069488709036,5.4039408066288415,1.9985420991024225,-3.542213636248854,-6.826510063082145,-2.8972887006112336
235,7.022222062759036,-6.748963488982431,-0.7574434794136157,-4.739795993558024,-3.2158413865892097,0.22880873908844376,3.992844548906109,4.853093504223192,-0.043853299414846,-3.0174870516212007,-4.412931181502559,-1.6129468952096606,3.5169283327727627,4.87815629820724,2.456456274312165,-3.357037739784346,-5.084415293369106,-1.1940090684757432
236,6.781120166620539,-6.468702383275525,-0.8691840803635971,-4.976250718377434,-3.8158665371509155,1.0412614026024916,4.5744543573968555,5.109032836464701,0.8916370394141909,-4.098392118237156,-4.078499383275917,-0.74967409519839,3.230796110941248,4.387683847363155,1.63245966265369,-2.8852048861096797,-5.285649047011145,-2.2723437171342087
237,7.530992905360819,-7.005934569279195,-0.9560524789125253,-5.274414929616911,-3.514011811759615,0.8859334805631902,5.370123141886697,4.083363097324315,-0.461785093346924,-4.05316019709678,-3.491140188299667,-1.3502028930246677,2.968215836082673,5.090421979501821,0.9757166865246305,-3.1364179018864844,-5.42989862702634,-1.6355449235125752
238,8.222016865943743,-7.442859911697217,-1.505783056160157,-4.864869840188429,-3.841534997911367,0.9883258438836475,4.133838301975013,3.6160463662449733,0.40525881206428194,-2.260747066411983,-4.756147915366431,-0.9882105181666841,3.5952429855518404,5.358682460866914,1.7905113082773798,-2.789522398623146,-4.630708512499739,-1.2845361888370068
239,7.4593877962941395,-7.507147597540568,-1.2045192586525983,-4.3376688717684395,-4.273129459936905,1.0712608794843426,4.275686005732577,4.449773016609129,0.12861874880456828,-4.230842441904666,-4.351082860890212,-0.1501418352094026,4.588218752893044,5.963380419217507,1.784219711789495,-3.014488548964005,-5.207167343470906,-2.044840831902832
240,6.9358249461504204,-7.117952493688838,-1.9424938056533432,-4.880538800502573,-3.105311394863344,0.5421743126122172,4.330133539364174,4.181994682717352,0.10707803884182168,-3.5124801110441224,-3.143528134028995,-0.00017534056713841562,4.143387507678181,4.903511558972652,2.3805291381856293,-3.9375015212634157,-5.430192428174829,-1.92632817745023
241,6.811329990350135,-7.58017425436738,-1.3809313314488072,-4.145307907623236,-3.4814923814345335,1.1952153392264286,4.451158604035806,4.979992644966624,0.023470857025890454,-3.2233201891423877,-5.325237071973198,-0.828083473496018,2.7628494094069467,4.423532906370365,1.1670283756032935,-2.651879010715135,-5.543032625791251,-1.4083383083677286
242,6.383922317455912,-7.954172843325197,-2.756207566236778,-5.347539174063346,-4.079374616766117,0.5209872214188442,3.910306125972829,4.525198016429982,0.7929348845977361,-3.5454284334866366,-4.63553957445269,-0.20150618652029806,3.72537314728513,4.260120732427202,1.5797510795724516,-4.0467337292871575,-4.40926613095035,-2.2528337094573176
243,6.067588725296361,-7.83759962164425,-1.840759487705323,-4.577122164139562,-4.388922098828532,0.004686765955964511,4.699483163113773,4.5537717128749575,-0.046774183286238016,-4.252193551929924,-4.345999802659024,-0.6668322178845505,3.0837502753198485,5.004131934878884,1.6444708376231114,-3.795476551516057,-4.5300589823872075,-2.893786829682329
244,6.074110510135699,-7.109926653979549,-1.0280250174073085,-5.531278490826234,-4.286334018231395,0.16176555685365834,5.381521683786867,3.7492277389517503,-0.7423756722478244,-3.952429153707745,-4.709036062441944,1.0476592955675628,3.7377112925321723,4.910667365387627,1.9953238372190676,-4.3027951859267395,-4.456062238450718,-1.806569623030389
245,6.150544670670971,-7.22687081783407,-2.0822232464996233,-5.396667651178102,-3.7443890334208048,0.1802588754372364,5.484205524977324,4.068803573460836,0.15160372117971854,-3.6691479537041825,-4.799822088797336,-1.0994773604735846,2.795131349348307,4.426340403525375,0.4133139299509022,-3.8484184267556545,-5.923638513874128,-2.192528136738752
246,6.447964353315802,-7.931761251592302,-0.49966989830387143,-5.502729969804146,-3.5527763625672915,0.573741544377255,4.532026521207946,4.474693773765844,-0.4714427030777274,-4.419397168815822,-4.318304883350506,-1.2290146575554517,3.6372137285886224,4.377194610008088,0.5913938824460189,-3.9693161709326077,-5.142569769841066,-1.3057495368783314
247,5.634811804845181,-7.725117375657437,-1.1120933091508904,-4.867659335389533,-3.9554475183184366,0.5992689724655962,4.4894937203933365,4.5932277544531095,-0.885050415794674,-3.6644910696187436,-4.722816905753173,-0.11822037516003953,4.199284588066088,4.81438028438027,0.8699706865035504,-3.990121208448996,-5.5457658628008115,-1.9055927134948083
248,6.968229537536061,-7.760022098075401,-1.4206508513238076,-3.8035043239552646,-3.4825973893366062,1.3304726761586547,4.289380745625712,3.976498872107874,-1.002200477483584,-4.141705645780046,-5.110603655789891,0.17863672560443322,4.496777513207673,4.950142324340372,0.645959629808994,-3.8441016011289726,-3.954946139217925,-1.1394153336666104
249,5.592231352126448,-6.689458459584315,-1.340581224392305,-3.865933557627152,-4.2734759047494055,1.0824395676554734,4.671648919060926,3.7503453092153407,0.5477168956071279,-3.5737972934548345,-4.028005372569774,-0.997736521787951,4.6150050229988135,4.2001798081594455,1.0733842639389068,-3.3988150226233995,-4.95165923429723,-1.9980783218667417
250,6.9696507024302345,-8.465940755314234,-1.1459097966543785,-4.750186793997098,-3.6338865416928794,2.4534330924126877,4.862758111547142,4.261250086542766,-0.7938210836509494,-4.577719591820795,-4.393284453523937,-0.41477418517950265,4.553088644453415,4.877753674877102,1.2877117256180548,-3.8255382790219055,-4.66223091661643,-1.483903478326054
251,6.836980011240046,-7.455047332384933,-1.6673328158293503,-5.249046915631735,-3.647599308143308,1.5371914298861984,4.5538667508847634,4.843914373922977,-0.6528986302556241,-4.249021197919734,-3.680379036298823,-0.30098152935286704,4.557179344308793,4.839312766956717,0.845869921587911,-4.1877200214812795,-4.71874548893697,-1.4205215463303225
252,5.482076973347553,-8.580542697831651,-1.535987196170998,-5.068310997008906,-3.6433248500603916,1.6712065575200383,4.753470627590907,3.7675261181692914,-0.7008400930791718,-4.320588168379453,-4.236358292946663,-0.08977324752510038,3.593165197373208,4.45716352718813,0.6103266743469513,-3.871956447578373,-5.016341436283679,-1.7823998325894506
253,6.849674401029392,-8.111196593880758,-0.8588564841907429,-5.288632794686196,-2.9354720623006685,0.3690433803899432,4.746391504195199,4.173981804135388,-0.9930562044592249,-4.397365493874294,-4.531192811475967,-0.6782163529767549,4.086337874214443,4.160520558728883,1.8981632166335958,-3.7595108720709285,-4.325859197461056,-1.179224478745997
254,5.816166492527409,-7.601207994333653,-2.104357436073028,-4.845923674040923,-3.8576111219398856,1.5356229643582548,4.31541277725762,3.6806619601520674,-0.7263381891262042,-4.013245760737824,-5.199570788344634,-0.12134440050074476,4.6373764781123015,5.229432211825182,1.4310429018269366,-3.7863790052302773,-5.638574850132273,-1.8648202565153262
255,4.915539224280928,-7.8298673916144255,-2.276825674987843,-5.035521834821117,-2.369235068126514,0.7292724296027178,4.997159449575102,4.209412070095207,-0.1115190200378755,-4.834197186144545,-4.152210733610986,0.6463979698907606,4.501432796560407,4.684288305964501,1.2200261416464677,-3.5543097029206727,-4.567525271395225,-1.3440918170695655
256,4.883231937977152,-8.588465605784728,-1.295051538975399,-5.1872213644971685,-3.43186663076594,1.4769829414903077,4.794305424060548,3.3886788086971205,-1.4351948401272971,-4.464056748995138,-3.4205615943750693,0.03959003510844893,4.166680955010995,4.138684850506426,0.5523202822729871,-2.509358492139037,-4.561073749940237,-1.0703344242110133
257,4.610336240939853,-9.177420779499762,-1.3912119851971108,-5.373575823886469,-3.519418816173025,1.7453889760246954,4.625754526781408,3.8538191806512034,-1.0316899065102667,-4.596788489805341,-3.5280145803914755,0.294880072966978,4.751715076539322,4.889733156858102,0.9989680906825165,-3.7579882183421645,-4.741471200901294,-1.4192180905495486
